,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000070605,463.6266,-0.03768051,0.1419259,-0.2654942,0.7906288,0.9111366,Zfp992
ENSMUSG00000085719,0.2467647,0.8814784,3.32015,0.2654935,0.7906293,NA,4933424L21Rik
ENSMUSG00002075126,2.523802,-0.2589946,0.9755443,-0.2654872,0.7906341,NA,NA
ENSMUSG00000114693,0.2597516,1.027965,3.872092,0.2654805,0.7906393,NA,NA
ENSMUSG00000027007,349.6356,-0.04664479,0.1757063,-0.2654702,0.7906472,0.9111366,Itprid2
ENSMUSG00000032530,0.7182724,-0.6978838,2.628928,-0.2654633,0.7906526,NA,Lyzl4
ENSMUSG00000062914,0.1506716,-1.115054,4.200461,-0.2654599,0.7906552,NA,Olfr777
ENSMUSG00000035086,94.76563,0.04423956,0.1666534,0.2654585,0.7906563,0.9111366,Becn1
ENSMUSG00000084925,10.90106,0.1671058,0.6295083,0.2654544,0.7906594,NA,1810062O18Rik
ENSMUSG00000111907,0.2464602,0.8814784,3.321165,0.2654124,0.7906918,NA,NA
ENSMUSG00000116122,0.2808098,1.007958,3.79781,0.2654051,0.7906974,NA,Gm49537
ENSMUSG00000106048,0.2462866,0.8814784,3.321744,0.2653661,0.7907274,NA,NA
ENSMUSG00000107261,130.9401,-0.05031813,0.1896382,-0.2653376,0.7907494,0.9111639,NA
ENSMUSG00000116244,0.3027209,-0.8333341,3.140841,-0.265322,0.7907614,NA,NA
ENSMUSG00000107440,0.2535838,0.8814784,3.322592,0.2652984,0.7907796,NA,NA
ENSMUSG00000114452,0.1545437,-0.9648879,3.637969,-0.2652271,0.7908345,NA,NA
ENSMUSG00000041236,925.8467,-0.02403568,0.09063696,-0.2651863,0.7908659,0.9112181,Vps41
ENSMUSG00000074028,0.7755202,0.6346714,2.393512,0.2651632,0.7908837,NA,Slc22a13
ENSMUSG00000090151,0.1500387,-1.115042,4.205602,-0.2651325,0.7909074,NA,NA
ENSMUSG00000024837,0.1500387,-1.115042,4.205602,-0.2651325,0.7909074,NA,Dmrt1
ENSMUSG00000039540,0.1500173,-1.115041,4.205777,-0.2651214,0.790916,NA,4921524L21Rik
ENSMUSG00000115545,0.3813471,-0.648232,2.446189,-0.2649967,0.791012,NA,NA
ENSMUSG00000109492,0.2529761,0.8814783,3.326563,0.2649817,0.7910235,NA,Gm33882
ENSMUSG00000119629,0.1496866,-1.115035,4.208476,-0.2649498,0.7910481,NA,Gm22418
ENSMUSG00000048732,4.39871,-0.2109049,0.7960356,-0.2649441,0.7910525,NA,Klhl11
ENSMUSG00000106057,32.22505,-0.08697521,0.32831,-0.2649179,0.7910727,0.9113763,NA
ENSMUSG00000020216,0.1538023,-0.9648703,3.642657,-0.2648809,0.7911012,NA,Jsrp1
ENSMUSG00000091189,0.2441516,0.8814782,3.32891,0.2647948,0.7911675,NA,Ear-ps3
ENSMUSG00000116804,0.2440876,0.8814782,3.329126,0.2647776,0.7911808,NA,NA
ENSMUSG00000085578,0.8264315,0.6230666,2.353549,0.2647349,0.7912137,NA,NA
ENSMUSG00000051098,45.16188,0.0792601,0.2994077,0.264723,0.7912229,0.9114693,Mblac2
ENSMUSG00000090039,2.932273,-0.2331929,0.8813459,-0.2645873,0.7913274,NA,NA
ENSMUSG00000109279,54.40553,0.06778722,0.2562988,0.2644851,0.7914062,0.911567,NA
ENSMUSG00000072962,0.7553988,0.5768334,2.181093,0.2644699,0.7914179,NA,NA
ENSMUSG00000111259,0.2505556,0.8814781,3.333044,0.2644664,0.7914205,NA,Olfr1328
ENSMUSG00000109456,0.3004234,-0.6688963,2.529262,-0.264463,0.7914232,NA,NA
ENSMUSG00000021066,63.32726,0.1077157,0.4073634,0.2644217,0.791455,0.911567,Atl1
ENSMUSG00000003559,263.3101,0.03305348,0.1250404,0.2643424,0.7915161,0.911567,As3mt
ENSMUSG00000022579,14.5382,-0.1402158,0.5305317,-0.264293,0.7915542,NA,Gpihbp1
ENSMUSG00000073896,0.6908805,0.5502859,2.082448,0.2642495,0.7915876,NA,Olfr716
ENSMUSG00000114875,2.754001,-0.2307292,0.8731716,-0.2642427,0.7915929,NA,NA
ENSMUSG00000117219,0.2495901,0.8814781,3.336314,0.2642072,0.7916203,NA,NA
ENSMUSG00000006546,5.948157,0.2178157,0.8244169,0.2642057,0.7916214,NA,Cryba2
ENSMUSG00000112142,0.3734656,-0.6488607,2.45627,-0.2641651,0.7916527,NA,NA
ENSMUSG00000083653,0.2493239,0.8814781,3.336961,0.2641559,0.7916598,NA,NA
ENSMUSG00000024027,17.34192,0.1361485,0.5154888,0.2641154,0.791691,NA,Glp1r
ENSMUSG00000028397,111.5748,0.07842905,0.2969899,0.2640799,0.7917184,0.9117199,Kdm4c
ENSMUSG00000082381,0.3062085,-0.8339534,3.158194,-0.2640603,0.7917335,NA,NA
ENSMUSG00000092309,2.284138,0.3041307,1.151842,0.2640385,0.7917502,NA,NA
ENSMUSG00000117393,0.3718749,-0.6489914,2.458376,-0.2639919,0.7917861,NA,NA
ENSMUSG00000110660,3.19391,-0.2007787,0.7606482,-0.2639574,0.7918127,NA,Gm5362
ENSMUSG00000038644,172.8265,-0.04757466,0.1803001,-0.2638638,0.7918849,0.9118316,Pold1
ENSMUSG00000001166,12.9647,0.1455404,0.5516907,0.263808,0.7919279,NA,Oas1c
ENSMUSG00000096354,0.8429983,0.652754,2.474603,0.2637813,0.7919485,NA,NA
ENSMUSG00000082316,0.2966527,-0.6688141,2.53588,-0.2637404,0.7919799,NA,Vmn1r221
ENSMUSG00000048483,0.6590522,0.4969753,1.884393,0.2637323,0.7919862,NA,Zdhhc22
ENSMUSG00000111312,0.1473144,-1.114989,4.228073,-0.2637108,0.7920028,NA,NA
ENSMUSG00000109281,0.3691043,-0.6492202,2.462072,-0.2636886,0.7920199,NA,NA
ENSMUSG00000085485,0.2355498,-1.004142,3.808225,-0.2636772,0.7920287,NA,NA
ENSMUSG00000049149,0.1471792,-1.114986,4.229203,-0.2636397,0.7920576,NA,Olfr1258
ENSMUSG00000033227,0.6845259,0.5788645,2.196441,0.2635466,0.7921293,NA,Wnt6
ENSMUSG00000040482,144.4462,0.07050817,0.2675545,0.2635282,0.7921435,0.9120493,Dxo
ENSMUSG00000049625,6.180554,0.1972761,0.748982,0.2633923,0.7922482,NA,Tifab
ENSMUSG00000104081,2.889646,0.2778728,1.055221,0.2633313,0.7922952,NA,NA
ENSMUSG00000101968,0.2920034,-0.8343332,3.168951,-0.2632837,0.7923319,NA,1700027A15Rik
ENSMUSG00000115039,5783.863,-0.04659357,0.1769964,-0.2632459,0.7923611,0.9122199,Gm7043
ENSMUSG00000085658,0.1463293,-1.114969,4.236338,-0.2631918,0.7924028,NA,NA
ENSMUSG00000102600,0.2457689,0.8814778,3.350277,0.2631059,0.7924689,NA,NA
ENSMUSG00000083483,8321.381,-0.04624093,0.1757608,-0.2630902,0.7924811,0.912278,Gm14044
ENSMUSG00000065653,0.6221613,-0.5672346,2.156277,-0.263062,0.7925028,NA,Gm23105
ENSMUSG00000054258,0.2377427,0.8814778,3.350927,0.2630549,0.7925083,NA,NA
ENSMUSG00000108714,0.3630813,-0.6497229,2.470231,-0.263021,0.7925344,NA,Gm21057
ENSMUSG00000097397,6.421229,-0.1501176,0.5707713,-0.2630084,0.7925441,NA,Gm16861
ENSMUSG00000029375,0.2905669,-0.8344691,3.172821,-0.2630054,0.7925464,NA,Cxcl15
ENSMUSG00000060678,75.34203,0.06008272,0.2284866,0.2629595,0.7925818,0.9123096,H4c3
ENSMUSG00000109990,0.2276189,-1.004393,3.819586,-0.2629587,0.7925824,NA,NA
ENSMUSG00000114520,0.3624152,-0.6497789,2.471145,-0.2629465,0.7925918,NA,Gm41073
ENSMUSG00000091510,0.1457541,-1.114958,4.2412,-0.2628874,0.7926374,NA,Mtag2
ENSMUSG00000087651,27.75715,0.0861055,0.3275542,0.2628741,0.7926476,0.9123096,1500009L16Rik
ENSMUSG00000115271,0.1407948,-1.32692,5.047837,-0.2628691,0.7926515,NA,4930529K09Rik
ENSMUSG00000054169,2.168267,0.4262161,1.621456,0.2628602,0.7926583,NA,Ceacam10
ENSMUSG00000108891,0.2370191,0.8814777,3.353462,0.262856,0.7926615,NA,NA
ENSMUSG00000084031,0.1456238,-1.114955,4.242304,-0.2628183,0.7926906,NA,Gm7416
ENSMUSG00000105814,11757.26,-0.04285841,0.1631745,-0.2626539,0.7928173,0.9124249,Mir703
ENSMUSG00000089281,0.2361415,0.8814777,3.35655,0.2626142,0.792848,NA,Scarna6
ENSMUSG00000106158,11.18114,0.1243244,0.4734236,0.2626071,0.7928534,NA,NA
ENSMUSG00000119845,0.3590723,-0.6500615,2.47576,-0.2625705,0.7928817,NA,Gm25405
ENSMUSG00000118970,0.3590723,-0.6500615,2.47576,-0.2625705,0.7928817,NA,Gm25709
ENSMUSG00000119656,0.3590723,-0.6500615,2.47576,-0.2625705,0.7928817,NA,Gm22823
ENSMUSG00000094822,0.2895992,-0.6686588,2.548555,-0.2623678,0.7930379,NA,Olfr243
ENSMUSG00000117054,0.1447521,-1.114938,4.24973,-0.2623551,0.7930477,NA,NA
ENSMUSG00000032726,149.9806,0.04128279,0.1574597,0.2621801,0.7931826,0.9127652,Bmp8a
ENSMUSG00000109698,0.1442894,-1.114929,4.253697,-0.2621083,0.793238,NA,NA
ENSMUSG00000117044,0.1442894,-1.114929,4.253697,-0.2621083,0.793238,NA,NA
ENSMUSG00000079424,5.249525,-0.2113235,0.8064878,-0.2620293,0.7932988,NA,Pramel47
ENSMUSG00000081142,0.7038351,0.5065719,1.933292,0.2620256,0.7933017,NA,NA
ENSMUSG00000026520,199.7054,0.05887407,0.2246978,0.2620144,0.7933103,0.9128322,Pycr2
ENSMUSG00000081796,0.3541255,-0.650484,2.482693,-0.2620074,0.7933157,NA,NA
ENSMUSG00000093722,0.3537959,-0.6505123,2.483159,-0.2619696,0.7933448,NA,NA
ENSMUSG00000105086,0.2408276,0.8814775,3.365736,0.2618974,0.7934006,NA,NA
ENSMUSG00000018925,0.2405962,0.8814774,3.366527,0.2618359,0.793448,NA,Heatr9
ENSMUSG00000110826,0.1437141,-1.114918,4.258652,-0.2618006,0.7934752,NA,NA
ENSMUSG00000105923,0.3517579,-0.650688,2.486055,-0.2617352,0.7935256,NA,A830019L24Rik
ENSMUSG00000107496,0.1435599,-1.114915,4.259985,-0.261718,0.7935389,NA,NA
ENSMUSG00000085165,0.2931399,-0.835136,3.191981,-0.2616356,0.7936024,NA,NA
ENSMUSG00000083619,1524.195,0.03925765,0.1500591,0.2616147,0.7936185,0.9129547,Gm14414
ENSMUSG00000054474,620.8943,0.03331367,0.1273667,0.2615572,0.7936628,0.9129547,Thnsl2
ENSMUSG00000105547,0.2395165,0.8814774,3.370229,0.2615482,0.7936698,NA,Iglc3
ENSMUSG00000020660,12.88398,-0.1110984,0.4247988,-0.2615317,0.7936825,NA,Pomc
ENSMUSG00000024302,2.2591,0.2794821,1.068685,0.2615197,0.7936918,NA,Dtna
ENSMUSG00000107794,0.2321629,0.8814774,3.370741,0.2615085,0.7937004,NA,NA
ENSMUSG00000101214,0.2320529,0.8814773,3.371138,0.2614777,0.7937241,NA,NA
ENSMUSG00000020032,13.50232,-0.1175098,0.4494107,-0.2614752,0.7937261,NA,Nuak1
ENSMUSG00000088506,0.7730216,0.5349774,2.046102,0.2614618,0.7937364,NA,Gm24409
ENSMUSG00000096265,0.2848952,-0.668554,2.55723,-0.2614368,0.7937557,NA,4930467E23Rik
ENSMUSG00000118232,0.3490642,-0.6509216,2.489916,-0.2614231,0.7937663,NA,NA
ENSMUSG00000098183,29.72609,0.08370435,0.3202156,0.2614,0.7937841,0.9129547,NA
ENSMUSG00000005566,938.0486,-0.02729143,0.1044107,-0.2613854,0.7937953,0.9129547,Trim28
ENSMUSG00000037525,146.5494,-0.04094365,0.1566561,-0.2613601,0.7938148,0.9129547,Bcdin3d
ENSMUSG00000066122,0.2846029,-0.6685448,2.557996,-0.2613548,0.7938189,NA,Olfr45
ENSMUSG00000029190,565.3294,-0.03278927,0.1254804,-0.2613099,0.7938536,0.9129547,D5Ertd579e
ENSMUSG00000110632,0.1431565,-1.114898,4.267078,-0.2612791,0.7938773,NA,NA
ENSMUSG00000042254,0.2912659,-0.8353241,3.197414,-0.2612499,0.7938998,NA,Cilp
ENSMUSG00000032359,4327.615,0.04209332,0.1611475,0.2612098,0.7939307,0.9129547,Ctsh
ENSMUSG00000073290,2.354818,0.2524375,0.9668542,0.2610916,0.7940219,NA,NA
ENSMUSG00000112437,0.3458348,-0.6512037,2.494596,-0.2610457,0.7940572,NA,NA
ENSMUSG00000024091,3332.691,0.03166142,0.1212884,0.2610425,0.7940597,0.9129547,Vapa
ENSMUSG00000081969,0.3454806,-0.6512348,2.495113,-0.2610041,0.7940893,NA,Gm16471
ENSMUSG00000103024,0.2259192,-1.005087,3.851395,-0.2609671,0.7941179,NA,NA
ENSMUSG00000031849,0.3446098,-0.6513113,2.496386,-0.2609017,0.7941683,NA,Comp
ENSMUSG00000081712,0.2822081,-0.6684908,2.562511,-0.2608733,0.7941902,NA,NA
ENSMUSG00000037989,132.5705,0.04890855,0.1874903,0.2608591,0.7942012,0.9129547,Wnk2
ENSMUSG00000019139,271.258,-0.06408721,0.2457169,-0.2608172,0.7942335,0.9129547,Isyna1
ENSMUSG00000106701,0.2794861,-0.8355335,3.203537,-0.260816,0.7942344,NA,Gm6346
ENSMUSG00000107348,0.2794861,-0.8355335,3.203537,-0.260816,0.7942344,NA,NA
ENSMUSG00000106690,0.2794861,-0.8355335,3.203537,-0.260816,0.7942344,NA,Gm6348
ENSMUSG00000117753,0.1422665,-1.114881,4.274647,-0.2608125,0.7942371,NA,NA
ENSMUSG00000090243,0.2816653,-0.6684785,2.563541,-0.2607637,0.7942747,NA,NA
ENSMUSG00000111121,0.7385923,0.5357277,2.054507,0.2607573,0.7942797,NA,Gm3523
ENSMUSG00000042447,123.8034,0.04012799,0.1539284,0.2606926,0.7943296,0.9129547,Mios
ENSMUSG00000073926,0.7483574,-0.4448764,1.706541,-0.2606889,0.7943324,NA,Olfr653
ENSMUSG00000033308,1214.403,0.03491915,0.133964,0.2606608,0.7943541,0.9129547,Dpyd
ENSMUSG00000021681,567.8934,-0.03062388,0.1174944,-0.2606412,0.7943692,0.9129547,Aggf1
ENSMUSG00000079179,107.3017,0.04623451,0.1774068,0.260613,0.794391,0.9129547,Rab10os
ENSMUSG00002075817,0.2360206,0.8814771,3.382369,0.2606094,0.7943938,NA,NA
ENSMUSG00000074067,1.730947,0.3374467,1.294909,0.2605949,0.7944049,NA,Gm10619
ENSMUSG00000078509,0.1367491,-1.327394,5.093798,-0.2605901,0.7944086,NA,Pramel14
ENSMUSG00000041138,0.1367491,-1.327394,5.093798,-0.2605901,0.7944086,NA,Nme8
ENSMUSG00000114161,0.1367491,-1.327394,5.093798,-0.2605901,0.7944086,NA,NA
ENSMUSG00000061100,0.1367491,-1.327394,5.093798,-0.2605901,0.7944086,NA,Retnla
ENSMUSG00000110702,3.84003,0.1980318,0.7600248,0.2605597,0.7944321,NA,NA
ENSMUSG00000100130,3.71261,-0.2485669,0.9550235,-0.2602731,0.7946531,NA,NA
ENSMUSG00000085926,0.3393798,-0.6517868,2.504326,-0.2602643,0.7946599,NA,NA
ENSMUSG00000116873,0.1411176,-1.114859,4.284512,-0.2602068,0.7947043,NA,NA
ENSMUSG00000064329,0.3385295,-0.6518629,2.505602,-0.2601622,0.7947387,NA,Scn1a
ENSMUSG00000106874,11.04748,0.1227648,0.4719024,0.2601487,0.794749,NA,NA
ENSMUSG00000022053,0.2760701,-0.8358685,3.213327,-0.2601255,0.7947669,NA,Ebf2
ENSMUSG00000117447,0.3381988,-0.6518925,2.506099,-0.2601224,0.7947694,NA,Gm5240
ENSMUSG00000097216,0.2341798,0.881477,3.388857,0.2601104,0.7947786,NA,4932441J04Rik
ENSMUSG00000070690,4.98583,0.1953244,0.7510817,0.2600575,0.7948194,NA,Albfm1
ENSMUSG00000115843,8.22613,-0.1556165,0.5984359,-0.2600387,0.7948339,NA,Gm17873
ENSMUSG00000082795,0.3371815,-0.6519838,2.507632,-0.2599998,0.794864,NA,NA
ENSMUSG00000102681,0.1406532,-1.11485,4.28853,-0.2599608,0.794894,NA,NA
ENSMUSG00000075117,0.2776011,-0.6683861,2.571337,-0.2599372,0.7949122,NA,Olfr1198
ENSMUSG00000051323,11.23494,-0.1405823,0.5408405,-0.259933,0.7949154,NA,Pcdh19
ENSMUSG00000058670,0.1405656,-1.114848,4.28929,-0.2599144,0.7949298,NA,Dmtf1l
ENSMUSG00000119396,0.1405656,-1.114848,4.28929,-0.2599144,0.7949298,NA,Gm24168
ENSMUSG00000104978,1.718271,0.3138634,1.208076,0.2598044,0.7950147,NA,NA
ENSMUSG00000110419,6.804053,-0.1520473,0.5853561,-0.2597518,0.7950553,NA,NA
ENSMUSG00000113383,0.2763447,-0.6683574,2.573777,-0.2596796,0.7951109,NA,NA
ENSMUSG00000004446,361.5205,0.03264324,0.1257319,0.2596258,0.7951525,0.9136993,Bid
ENSMUSG00000105395,0.2759613,-0.6683486,2.574525,-0.2596008,0.7951717,NA,NA
ENSMUSG00000087678,0.1350058,-1.3276,5.114192,-0.2595913,0.795179,NA,NA
ENSMUSG00000039427,6.144476,0.1638779,0.6313542,0.2595657,0.7951988,NA,Alg1
ENSMUSG00000050085,0.221125,-1.005576,3.874206,-0.2595565,0.7952059,NA,Olfr622
ENSMUSG00000113543,1.69939,-0.2733544,1.053383,-0.2595014,0.7952484,NA,NA
ENSMUSG00000107200,0.3906865,1.038292,4.001117,0.2595006,0.795249,NA,NA
ENSMUSG00000081556,0.2753433,-0.6683344,2.575732,-0.2594736,0.7952699,NA,NA
ENSMUSG00000042564,46.69997,0.06833225,0.2633906,0.2594332,0.795301,0.9136993,Fam227a
ENSMUSG00000071708,312.675,-0.04291064,0.1654147,-0.2594125,0.795317,0.9136993,Sms
ENSMUSG00000065979,410.7035,-0.0411891,0.1588059,-0.2593676,0.7953516,0.9136993,Cpped1
ENSMUSG00000102205,4.606531,-0.2020194,0.7789791,-0.2593386,0.795374,NA,NA
ENSMUSG00000057134,190.9403,-0.03369872,0.1299495,-0.2593217,0.795387,0.9136993,Ado
ENSMUSG00000118165,0.389255,1.038294,4.004237,0.2592987,0.7954048,NA,NA
ENSMUSG00000112396,0.1277368,-1.327673,5.121445,-0.2592379,0.7954517,NA,NA
ENSMUSG00000080152,0.1277368,-1.327673,5.121445,-0.2592379,0.7954517,NA,H3f4
ENSMUSG00000085870,0.1227301,-1.327673,5.121445,-0.2592379,0.7954517,NA,NA
ENSMUSG00000096195,0.1266327,-1.327673,5.121445,-0.2592379,0.7954517,NA,Gm26138
ENSMUSG00000074011,0.1266327,-1.327673,5.121445,-0.2592379,0.7954517,NA,LOC100862180
ENSMUSG00000052479,0.1227301,-1.327673,5.121445,-0.2592379,0.7954517,NA,A330008L17Rik
ENSMUSG00000114779,0.1266327,-1.327673,5.121445,-0.2592379,0.7954517,NA,Gm17940
ENSMUSG00000119334,0.1266327,-1.327673,5.121445,-0.2592379,0.7954517,NA,Gm23298
ENSMUSG00000102737,1.848602,0.3040842,1.173431,0.259141,0.7955264,NA,1700016A09Rik
ENSMUSG00000105777,0.2736832,-0.6682963,2.578994,-0.2591306,0.7955345,NA,NA
ENSMUSG00000112439,14.1896,0.1290188,0.4979029,0.2591244,0.7955392,NA,NA
ENSMUSG00000054128,1472.783,-0.03890177,0.1501768,-0.2590398,0.7956045,0.9138691,H2-T3
ENSMUSG00000072761,11.55295,0.1189093,0.4592654,0.2589119,0.7957032,NA,Gm6712
ENSMUSG00000062873,0.1386621,-1.114811,4.305961,-0.2588995,0.7957128,NA,Olfr1355
ENSMUSG00000066620,15.32117,-0.09411323,0.3635353,-0.2588833,0.7957253,NA,NA
ENSMUSG00000035021,1076.203,-0.03095426,0.1195987,-0.2588177,0.7957759,0.913986,Baz1a
ENSMUSG00000113926,0.2786499,-0.8365042,3.232155,-0.258807,0.7957842,NA,NA
ENSMUSG00000083276,0.2719536,-0.6682564,2.58242,-0.2587714,0.7958116,NA,Gm13551
ENSMUSG00000105387,0.2714241,-0.6682442,2.583474,-0.2586611,0.7958968,NA,Gm29681
ENSMUSG00000107514,0.3260742,-0.6529968,2.524773,-0.2586359,0.7959162,NA,NA
ENSMUSG00000032093,2.548952,0.2434518,0.9413161,0.2586292,0.7959214,NA,Cd3e
ENSMUSG00000073226,0.27899,0.7296264,2.821417,0.2586028,0.7959417,NA,NA
ENSMUSG00000107430,1.581809,-0.3146573,1.21688,-0.2585771,0.7959616,NA,NA
ENSMUSG00000000916,44.45455,-0.07729857,0.2989498,-0.258567,0.7959693,0.9141281,Nsun5
ENSMUSG00000104487,0.3830294,1.0383,4.018442,0.2583836,0.7961108,NA,NA
ENSMUSG00000053720,0.2764122,-0.8367174,3.238531,-0.2583633,0.7961266,NA,Vmn2r43
ENSMUSG00000096658,0.2764122,-0.8367174,3.238531,-0.2583633,0.7961266,NA,Vmn2r39
ENSMUSG00000100658,0.1376457,-1.114791,4.314989,-0.2583532,0.7961343,NA,NA
ENSMUSG00000087281,0.267474,-0.8367224,3.238681,-0.2583528,0.7961346,NA,Gm16015
ENSMUSG00000041771,2.005081,-0.2861361,1.107692,-0.2583175,0.7961619,NA,Slc24a4
ENSMUSG00000037896,733.0182,-0.02569321,0.0994725,-0.2582946,0.7961796,0.9142813,Rcor1
ENSMUSG00000034732,0.2690632,-0.6681894,2.588208,-0.2581668,0.7962782,NA,Pabpc5
ENSMUSG00000106296,0.2514486,1.007778,3.903686,0.2581605,0.7962831,NA,NA
ENSMUSG00000019578,4.355695,-0.2169722,0.8404599,-0.2581589,0.7962843,NA,Ubxn6
ENSMUSG00000092187,0.1372162,-1.114783,4.318831,-0.2581214,0.7963132,NA,NA
ENSMUSG00000104984,0.1372083,-1.114783,4.318901,-0.2581172,0.7963165,NA,Gm5982
ENSMUSG00000029451,0.1372083,-1.114783,4.318901,-0.2581172,0.7963165,NA,Pramel27
ENSMUSG00000118495,0.1372083,-1.114783,4.318901,-0.2581172,0.7963165,NA,NA
ENSMUSG00000028360,0.1371851,-1.114782,4.319109,-0.2581046,0.7963262,NA,Slc44a5
ENSMUSG00000014529,0.1371851,-1.114782,4.319109,-0.2581046,0.7963262,NA,Tmbim7
ENSMUSG00000115279,0.1371851,-1.114782,4.319109,-0.2581046,0.7963262,NA,NA
ENSMUSG00000079477,2077.695,-0.01887703,0.07314537,-0.2580755,0.7963486,0.9142813,Rab7
ENSMUSG00000042709,274.2333,-0.03796092,0.1471233,-0.2580212,0.7963906,0.9142813,Atpaf2
ENSMUSG00000083880,1.172895,0.3783653,1.466712,0.2579684,0.7964313,NA,NA
ENSMUSG00000089651,0.1369162,-1.114777,4.321524,-0.2579592,0.7964384,NA,NA
ENSMUSG00000024006,892.9382,-0.02830257,0.1097564,-0.2578672,0.7965094,0.9142813,Stk38
ENSMUSG00000022095,207.6595,-0.04788707,0.1857145,-0.2578532,0.7965202,0.9142813,Fhip2b
ENSMUSG00000003228,48.06872,-0.06374591,0.2472185,-0.2578525,0.7965208,0.9142813,Grk5
ENSMUSG00000115702,0.3198134,-0.6535812,2.534771,-0.2578462,0.7965256,NA,NA
ENSMUSG00000058014,0.1366331,-1.114771,4.324073,-0.2578058,0.7965568,NA,Olfr502
ENSMUSG00000060918,0.1366331,-1.114771,4.324073,-0.2578058,0.7965568,NA,Olfr51
ENSMUSG00002075298,0.273549,-0.8369921,3.24679,-0.2577907,0.7965685,NA,NA
ENSMUSG00000101986,0.2670719,-0.668143,2.592244,-0.257747,0.7966022,NA,Gm6198
ENSMUSG00000082508,0.3182717,-0.6537266,2.537272,-0.2576494,0.7966775,NA,NA
ENSMUSG00000055826,0.3830601,1.038304,4.030014,0.2576429,0.7966825,NA,Tescl
ENSMUSG00000106939,0.3180621,-0.6537464,2.537614,-0.2576225,0.7966983,NA,Gm29778
ENSMUSG00000106464,0.3167295,-0.6538727,2.53979,-0.2574515,0.7968303,NA,C130083M11Rik
ENSMUSG00000022548,1.09443,-0.3847956,1.494645,-0.2574495,0.7968318,NA,Apod
ENSMUSG00000106369,0.2651048,-0.668097,2.596268,-0.2573297,0.7969243,NA,NA
ENSMUSG00000109815,0.2645775,-0.6680846,2.597354,-0.2572174,0.797011,NA,NA
ENSMUSG00000031938,643.8307,-0.02981111,0.1158988,-0.2572169,0.7970114,0.91469,4931406C07Rik
ENSMUSG00000104954,0.3147442,-0.6540616,2.543055,-0.2571953,0.797028,NA,NA
ENSMUSG00000032562,4475.58,0.02011845,0.07823803,0.2571442,0.7970675,0.91469,Gnai2
ENSMUSG00000115762,0.1353427,-1.114746,4.335781,-0.2571038,0.7970986,NA,NA
ENSMUSG00000098222,0.1353427,-1.114746,4.335781,-0.2571038,0.7970986,NA,NA
ENSMUSG00000112963,0.2700329,-0.8373323,3.257087,-0.2570801,0.7971169,NA,Gm6093
ENSMUSG00000056121,662.1248,0.02712573,0.1055233,0.2570593,0.797133,0.91469,Fez2
ENSMUSG00000047606,0.135257,-1.114744,4.336564,-0.257057,0.7971348,NA,Ankrd34c
ENSMUSG00000058508,0.634795,-0.543936,2.116648,-0.2569799,0.7971943,NA,NA
ENSMUSG00000086848,25.49054,-0.09163569,0.3566159,-0.2569591,0.7972104,0.91469,Lce6a
ENSMUSG00000021832,1085.113,0.02218443,0.08634104,0.2569396,0.7972254,0.91469,Psmc6
ENSMUSG00000114865,1.70745,-0.2882124,1.121816,-0.2569159,0.7972437,NA,Gm29776
ENSMUSG00000074291,1.253619,0.3398166,1.32296,0.2568609,0.7972861,NA,Vmn1r168
ENSMUSG00000082843,0.2623979,-0.6680333,2.601871,-0.2567512,0.7973709,NA,4930448K20Rik
ENSMUSG00000110426,0.1343263,-1.114733,4.341812,-0.2567436,0.7973767,NA,NA
ENSMUSG00000064964,3.604583,-0.2439982,0.9504154,-0.256728,0.7973888,NA,Gm25147
ENSMUSG00000084006,0.1342586,-1.114731,4.342472,-0.2567043,0.7974071,NA,Gm14245
ENSMUSG00000037822,1634.775,0.03800202,0.1480537,0.2566772,0.797428,0.9147367,Smim14
ENSMUSG00000027400,0.3766922,1.038311,4.045352,0.2566676,0.7974354,NA,Pdyn
ENSMUSG00000104264,0.2677301,-0.8375568,3.263927,-0.2566102,0.7974797,NA,NA
ENSMUSG00000083536,38.61844,-0.06016041,0.2344575,-0.2565941,0.7974921,0.9147367,NA
ENSMUSG00000108725,0.3713407,1.038312,4.047081,0.2565581,0.7975199,NA,NA
ENSMUSG00000094733,0.267394,-0.8375897,3.264931,-0.2565413,0.7975329,NA,Csta3
ENSMUSG00000061882,32.37231,0.07680387,0.2994092,0.2565181,0.7975508,0.9147367,Ccdc62
ENSMUSG00000091455,0.2669649,-0.8376317,3.266217,-0.2564532,0.7976009,NA,Otogl
ENSMUSG00000024350,29.45143,-0.07822765,0.3050449,-0.2564464,0.7976062,0.9147367,Dnajc18
ENSMUSG00000092261,84.7678,-0.05990209,0.2335954,-0.2564353,0.7976147,0.9147367,NA
ENSMUSG00000044092,1.167033,-0.4097126,1.597836,-0.2564172,0.7976287,NA,C130050O18Rik
ENSMUSG00000020932,0.2667228,-0.8376554,3.266943,-0.2564035,0.7976393,NA,Gfap
ENSMUSG00000115244,0.1335969,-1.114717,4.348948,-0.2563189,0.7977046,NA,NA
ENSMUSG00000033439,64.70538,-0.06842801,0.2670283,-0.2562575,0.797752,0.9148142,Trmt13
ENSMUSG00000083212,0.259902,-0.6679742,2.607103,-0.2562132,0.7977862,NA,NA
ENSMUSG00000051493,0.1334088,-1.114713,4.350797,-0.256209,0.7977894,NA,Olfr974
